assault,NN/JJ/VB,3
assemble,VB,2
assembly,NN,2
assert,VB,3
assess,VB,3
assessment,NN,3
asset,NN,2
assign,VB,2
assignment,NN,3
assimilate,VB,3
assist,VB,2
assistance,NN,2
assistant,NN/JJ,1
associate,VB/NN,2
associated,JJ,3
association,NN,2
assume,VB,1
assuming,INN/JJ,3
assumption,NN,3
assurance,NN,2
assure,VB,2
assured,JJ,3
asthma,NN,3
astonish,VB,2
astonished,JJ,2
astonishing,JJ,2
astray,RB/JJ,3
astronaut,NN,2
astronomer,NN,3
astronomy,NN,3
asylum,NN,3
at,IN,1
athlete,NN,2
athletic,JJ,2
athletics,NN,3
ATM,NN,3
atmosphere,NN,2
atom,NN,2
atomic,JJ,2
atrocity,NN,3
attach,VB,2
attached,JJ,3
attack,NN/VB,1
attain,VB,3
attempt,NN/VB,2
attempted,JJ,3
attend,VB,1
attendance,NN,3
attendant,NN/JJ,3
attention,NN,1
attic,NN,3
attitude,NN,2
attorney,NN,3
attract,VB,2
attraction,NN,2
attractive,JJ,2
attribute,VB/NN,3
auction,NN/VB,3
audience,NN,1
audio,JJ,2
audit,VB/NN,3
auditorium,NN,3
August,NN,1
aunt,NN,1
Australia,NN,1
Australian,JJ/NN,1
authentic,JJ,3
author,NN,2
authoritative,JJ,3
authority,NN,2
authorize,VB,3
auto,NN,3
autobiography,NN,2
autograph,NN/VB,3
automatic,JJ,2
automation,NN,3
automobile,NN,2
autonomous,JJ,3
autonomy,NN,3
autumn,NN,1
auxiliary,NN/adj,2
avail,VB/NN,3
available,JJ,1
avenue,NN,2
average,JJ/NN/VB,2
avert,VB,3
aviary,NN,3
aviation,NN,3
avoid,VB,1
await,VB,2
awake,JJ/VB,2
awaken,VB,2
award,NN/VB,2
aware,JJ,1
away,RB,1
awe,NN/VB,3
awesome,JJ,3
awful,JJ,2
awhile,RB,3
awkward,JJ,2
ax,NN/VB,2
axis,NN,3
BS,NN,3
BC,RB,2
baby,NN,1
babysit,VB,2
babysitter,NN,2
bachelor,NN,3
back,RB/NN/VB/JJ,1
backbone,NN,3
background,NN,2
backing,NN,3
backpack,NN/VB,3
backward,RB/JJ,1
bacon,NN,2
bacteria,NN,2
bad,JJ,1
badge,NN,3
badly,RB,2
badminton,NN,1
baffle,VB/NN,3
bag,NN,1
baggage,NN,2
baggy,JJ,2
bail,NN/VB,3
bait,NN/VB,2
bake,VB,1
bakery,NN,1
balance,NN/VB,2
balanced,JJ,3
balcony,NN,1
bald,JJ,2
ball,NN,1
ballet,NN,2
balloon,NN,1
ballot,NN/VB,3
bamboo,NN,2
ban,VB/NN,2
banana,NN,1
band,NN,1
bandage,NN/VB,2
band-aid,NN/JJ,2
bandit,NN,3
bang,NN/VB,2
bank,NN,1
banker,NN,1
banking,NN,3
bankrupt,JJ/VB/NN,2
bankruptcy,NN,3
banner,NN,3
banquet,NN/VB,3
bar,NN,1
barbarian,NN/JJ,3
barbecue,NN/VB,1
barber,NN,1
barbershop,NN,3
bare,JJ/VB,2
barefoot,JJ/RB,3
barely,RB,2
bargain,NN/VB,2
barge,NN,3
barge,VB,3
bark,VB/NN,1
barn,NN,2
barometer,NN,3
barrack,NN/VB,3
barrel,NN,2
barren,JJ/NN,3
barricade,NN/VB,3
barrier,NN,2
base,VB/NN,1
baseball,NN,1
based,JJ,2
basement,NN,1
bash,NN/VB,3
basic,JJ,1
basically,RB,3
basics,NN,3
basin,NN,2
basis,NN,1
basket,NN,1
basketball,NN,1
bass,NN/JJ,3
bastard,NN/JJ,3
bat,NN,1
batch,NN,3
bath,NN,1
bathe,VB,2
bathroom,NN,1
battalion,NN,3
batter,VB,3
battery,NN,2
battle,NN/VB,2
battlefield,NN,3
bay,NN,2
bazaar,NN,3
be,VB,1
beach,NN,1
bead,NN/VB,2
beak,NN,2
beam,NN/VB,2
bean,NN,1
bear,NN,1
bear,VB,1
beard,NN,1
bearing,NN,3
beast,NN,2
beat,VB/NN,1
beaten,JJ,3
beating,NN,3
beautiful,JJ,1
beautify,VB,3
beauty,NN,2
because,INN,1
beckon,VB,3
become,VB,1
bed,NN,1
bedroom,NN,1
bedtime,NN/JJ,2
bee,NN,1
beef,NN,1
beep,NN/VB,3
beer,NN,1
beetle,NN,2
before,IN/INN/RB,1
beforehand,RB,3
beg,VB,2
beggar,NN/VB,2
begin,VB,1
beginner,NN,1
beginning,NN/JJ,1
behalf,NN,3
behave,VB,1
behavior,NN,2
behind,IN/RB,1
being,NN,2
belief,NN,1
believable,JJ,2
believe,VB,1
bell,NN,1
belly,NN,2
belong,VB,1
belongings,NN,3
beloved,JJ/NN,3
below,RB/IN,1
belt,NN,1
bench,NN,1
bend,VB/NN,2
beneath,IN,2
beneficial,JJ,2
benefit,NN/VB,2
bent,JJ/NN,3
berry,NN,2
beside,IN,1
besides,IN/RB,1
besiege,VB,3
best,RB/JJ,1
bet,NN/VB,2
betray,VB,3
better,RB/JJ,1
between,IN,1
beverage,NN,3
beware,VB,3
bewilder,VB,3
beyond,IN/RB,1
bias,NN/VB,3
Bible,NN,2
bibliography,NN,3
bicycle,NN,1
bid,NN/VB,2
big,JJ,1
bike,NN,2
bilateral,JJ,3
bill,NN,1
billion,NN,2
bin,NN,2
bind,VB,2
binding,JJ/NN,3
bingo,NN,2
binoculars,NN,3
biochemistry,NN,3
biography,NN,2
biological,JJ,3
biology,NN,1
bird,NN,1
birdie,NN/VB,3
birth,NN,2
birthday,NN,1
biscuit,NN,2
bit,NN,1
bitch,NN/VB,3
bite,VB/NN,1
bitter,JJ,1
bizarre,JJ,3
black,JJ/NN,1
blackboard,NN,1
blacksmith,NN,3
blade,NN,3
blame,VB/NN,1
bland,JJ,3
blank,JJ/NN,1
blanket,NN,1
blare,VB/NN,3
blast,NN/VB,3
blaze,VB/NN,3
bleach,VB/NN,3
bleak,JJ,3
bleed,VB,2
blend,VB,2
bless,VB/NN,2
blessing,NN,2
blind,JJ,1
blink,VB/NN,2
blizzard,NN,3
bloc,NN,3
block,NN/VB,1
blockade,NN/VB,3
blonde,JJ/NN,3
blood,NN,1
bloody,JJ,2
bloom,NN/VB,2
blossom,NN/VB,2
blot,NN/VB,3
blouse,NN,1
blow,VB/NN,1
blue,JJ/NN,1
blues,NN,3
blunder,NN/VB,3
blunt,JJ/VB,3
blur,NN/VB,3
blush,VB/NN,2
board,VB,1
board,NN,1
boast,VB/NN,2
boat,NN,1
bob,VB/NN,3
bodily,JJ/RB,3
body,NN,1
bodyguard,NN,3
bog,NN,3
boil,VB,1
boiling,JJ,3
bold,JJ,2
bolster,VB/NN,3
bolt,NN/VB,3
bomb,NN,1
bombard,VB,3
bomber,NN,3
bond,NN/VB,2
bondage,NN,3
bone,NN,1
bonus,NN,3
bony,JJ,2
book,NN,1
book,VB,1
bookcase,NN,1
booking,NN,3
booklet,NN,2
bookshelf,NN,2
bookstore,NN,2
boom,NN/VB,3
boost,VB/NN,3
boot,NN/VB,2
booth,NN,3
border,NN/VB,2
bore,VB/NN,2
bored,JJ,1
boredom,NN,3
boring,JJ,1
born,JJ,1
borough,NN,3
borrow,VB,1
borrowing,NN,3
bosom,NN,3
boss,NN,1
botanical,JJ,3
botany,NN,3
both,RB/JJ/PRP,1
bother,VB/NN,1
bottle,NN,1
bottom,NN/JJ,1
boulevard,NN,3
bounce,VB/NN,2
bound,JJ/NN,3
boundary,NN,3
bout,NN,3
bow,NN,2
bow,VB/NN,1
bowel,NN,3
bowl,NN,1
bowler,NN,3
bowling,NN,1
box,NN,1
boxer,NN,3
boxing,NN,3
boy,NN,1
boycott,VB/NN,2
boyfriend,NN,2
boyhood,NN,3
bra,NN,2
brace,VB/NN,3
bracelet,NN,2
bracket,NN/VB,3
braid,NN/VB,3
brain,NN,1
brake,NN/VB,2
branch,NN,1
brand,NN/VB,2
brand-new,JJ,3
brass,NN/JJ,2
brassiere,NN,3
brave,JJ,1
bravery,NN,2
breach,VB/NN,3
bread,NN,1
breadth,NN,3
break,VB/NN,1
breakdown,NN,3
breakfast,NN,1
break-in,NN,3
breakthrough,NN,3
break-up,NN,3
breast,NN/VB,2
breath,NN,2
breathe,VB,2
breed,NN/VB,2
breeder,NN,3
breeze,NN/VB,2
brew,VB/NN,3
bribe,NN/VB,2
brick,NN,1
bride,NN,2
bridegroom,NN,2
bridge,NN,1
brief,JJ,1
briefcase,NN,2
briefing,NN,3
briefly,RB,3
brigade,NN,3
bright,JJ,1
brilliant,JJ,2
bring,VB,1
brink,NN,3
brisk,JJ,3
Britain,NN,1
British,JJ/NN,1
brittle,JJ,3
broad,JJ,1
broadcast,NN/VB,1
broadcaster,NN,3
broadcasting,NN,3
broaden,VB,3
broadly,RB,3
brochure,NN,3
broil,VB,3
broke,JJ,2
broker,NN/VB,3
bronze,NN,3
brooch,NN,3
brood,NN/VB,3
brook,NN,2
broom,NN,2
broth,NN,3
brother,NN,1
brotherhood,NN,3
brow,NN,3
brown,JJ/NN,1
brownie,NN,2
browse,VB/NN,2
bruise,NN/VB,3
brunch,NN,1
brush,NN/VB,1
brutal,JJ,2
brute,NN/JJ,3
bubble,NN/VB,2
buck,NN,3
buck,VB/JJ,3
bucket,NN,1
buckle,NN/VB,3
bud,NN/VB,2
budget,NN/VB,2
buffalo,NN,2
buffer,NN/VB,3
buffet,NN,1
bug,NN,1
build,VB,1
building,NN,1
build-up,NN,3
bulb,NN,2
bulge,NN/VB,3
bulk,NN/VB,3
bulky,JJ,3
bull,NN,2
bullet,NN,2
bulletin,NN,2
bully,NN/VB,3
bump,VB/NN,2
bun,NN,1
bunch,NN,2
bundle,NN,1
bunker,NN/VB,3
burden,NN/VB,2
bureau,NN,2
bureaucracy,NN,3
bureaucrat,NN,3
bureaucratic,JJ,3
burger,NN,2
burglar,NN,2
burial,NN,3
burn,VB,1
burning,JJ,3
burst,VB,1
bury,VB,2
bus,NN,1
bush,NN,2
business,NN,1
businessman,NN,1
bust,NN,3
bust,VB/JJ,3
busy,JJ,1
but,CC/IN,1
butcher,NN/VB,2
butter,NN,1
butterfly,NN,1
button,NN/VB,1
buy,VB,1
buzz,VB/NN,2
by,IN/RB,1
bypass,VB/NN,3
byte,NN,3
cabbage,NN,1
cabin,NN,2
cabinet,NN,1
cable,NN,1
cactus,NN,3
cafe,NN,2
cafeteria,NN,1
caffeine,NN,3
cage,NN,1
cake,NN,1
calcium,NN,3
calculate,VB,2
calculated,JJ,3
calculating,JJ,2
calculator,NN,2
calendar,NN,1
calf,NN,3
call,VB/NN,1
calligraphy,NN,3
calm,JJ/VB,1
calorie,NN,3
camel,NN,2
camera,NN,1
camp,NN/VB,1
campaign,NN/VB,2
campaigner,NN,3
camping,NN,2
campus,NN,1
can,MD,1
Canada,NN,1
Canadian,JJ/NN,1
canal,NN,2
cancel,VB,1
cancer,NN,1
candidate,NN,2
candle,NN,1
candy,NN,1
cane,NN,2
cannon,NN/VB,3
canoe,NN/VB,2
canvas,NN,2
canyon,NN,2
cap,NN,1
capability,NN,3
capable,JJ,2
capacity,NN/JJ,2
cape,NN,2
capital,NN,2
capital,NN/JJ,2
capitalism,NN,2
capitalist,JJ/NN,2
capsule,NN,3
captain,NN,1
caption,NN/VB,2
captive,JJ/NN,3
captivity,NN,3
capture,VB/NN,2
car,NN,1
carbohydrate,NN,3
carbon,NN,2
card,NN,1
cardboard,NN,3
cardinal,NN/JJ,3
care,NN/VB,1
career,NN,1
carefree,JJ,3
careful,JJ,1
careless,JJ,1
caress,VB/NN,3
caretaker,NN,3
cargo,NN,2
caring,JJ,3
carnation,NN,3
carnival,NN,3
carol,NN/VB,3
carp,NN,3
carp,VB,3
carpenter,NN,2
carpet,NN,1
carriage,NN,2
carrier,NN,3
carrot,NN,1
carry,VB,1
cart,NN/VB,2
cartel,NN,3
carton,NN,3
cartoon,NN,1
carve,VB,2
case,NN,1
cash,NN/VB,1
cashier,VB,3
cashier,NN,2
casino,NN,3
cassette,NN,1
cast,NN/VB,2
cast,VB,2
caste,NN,3
castle,NN,1
casual,JJ,2
casualty,NN,2
cat,NN,1
catalog,NN/VB,2
catastrophe,NN,3
catch,VB/NN,1
category,NN,3
cater,VB,3
catering,NN,3
caterpillar,NN,2
cathedral,NN,3
cattle,NN,2
cause,VB/NN,1
caution,NN/VB,3
cautious,JJ,3
cavalry,NN,3
cave,NN/VB,2
cavity,NN,3
CD,NN,1
cease,VB/NN,2
ceasefire,NN,3
ceiling,NN,1
celebrate,VB,1
celebrated,JJ,3
celebration,NN,2
celebrity,NN,3
celery,NN,3
cell,NN,1
cellar,NN,3
cello,NN,3
cell-phone,NN,3
Celsius,NN,3
cement,NN/VB,2
cemetery,NN,3
census,NN,3
cent,NN,1
center,NN/VB,1
centered,JJ,3
centimeter,NN,1
central,JJ,1
century,NN,1
ceramic,JJ,3
cereal,NN,1
ceremony,NN,2
certain,JJ,1
certainly,RB,1
certainty,NN,3
certificate,NN,2
certify,VB,3
chain,NN/VB,2
chair,NN,1
chairman,NN,1
chairperson,NN,3
chalk,NN,1
challenge,NN/VB,2
challenged,JJ,3
challenger,NN,3
challenging,JJ,3
chamber,NN,2
champagne,NN,3
champion,NN/VB,2
championship,NN,2
chance,NN,1
change,NN/VB,1
changeable,JJ,2
channel,NN,1
chant,NN/VB,3
chaos,NN,3
chapel,NN,3
chapped,JJ,3
chapter,NN,1
character,NN,1
characteristic,NN/JJ,2
characterize,VB,3
charcoal,NN,3
charge,NN/VB,1
chariot,NN,3
charitable,JJ,3
charity,NN,2
charm,NN/VB,2
charming,JJ,2
chart,NN,1
charter,NN/VB,3
chartered,JJ,3
chase,VB,1
chat,VB/NN,2
chatter,VB/NN,3
cheap,JJ,1
cheat,VB/NN,1
check,NN,2
check,NN/VB,1
checkbook,NN,3
checked,JJ,3
check-in,NN,3
checkout,NN,2
check-up,NN,3
cheek,NN,2
cheer,VB/NN,1
cheerful,JJ,2
cheese,NN,1
chef,NN,3
chemical,NN/JJ,1
chemist,NN,2
chemistry,NN,2
cherish,VB,2
cherry,NN,2
chess,NN,1
chest,NN,2
chestnut,NN/JJ,3
chew,VB/NN,2
chick,NN,2
chicken,NN,1
chief,JJ/NN,1
child,NN,1
childbirth,NN,2
childhood,NN,1
childish,JJ,1
childlike,JJ,1
chill,NN/JJ,2
chilli,NN,3
chilly,JJ,2
chimney,NN,2
chimpanzee,NN,3
chin,NN,1
china,NN,2
China,NN,1
Chinese,JJ/NN,1
chip,NN/VB,2
chirp,VB/NN,3
chisel,VB/NN,3
chocolate,NN,1
choice,NN,1
choir,NN,3
choke,VB/NN,2
cholesterol,NN,3
choose,VB,1
chop,VB/NN,2
chopstick,NN,1
chord,NN,3
chore,NN,2
chorus,NN,2
Christian,JJ/NN,2
Christmas,NN,1
chronic,JJ,3
chubby,JJ,1
chuck,NN,3
chuck,VB,3
chuckle,VB/NN,3
chunk,NN,3
church,NN,1
cigar,NN,2
cigarette,NN,2
cinema,NN,2
circle,NN,1
circuit,NN,3
circular,JJ,2
circulate,VB,2
circulation,NN,2
circumference,NN,3
circumstance,NN,2
circus,NN,2
cite,VB,3
citizen,NN,1
city,NN,1
civic,JJ,3
civil,JJ,2
civilian,JJ/NN,2
civilization,NN,2
civilize,VB,2
claim,VB/NN,1
clam,NN,3
clamp,NN/VB,3
clan,NN,3
clap,VB/NN,1
clarify,VB,2
clarity,NN,3
clash,NN/VB,2
clasp,VB/NN,3
class,NN,1
classic,JJ/NN,1
classical,JJ,1
classification,NN,2
classify,VB,2
classmate,NN,1
classroom,NN,2
clause,NN,3
claw,NN/VB,2
clay,NN,2
clean,JJ/VB,1
cleaner,NN,2
cleanse,VB,3
clean-up,NN,3
clear,JJ/VB,1
clearance,NN,3
clearing,NN,3
clench,VB/NN,3
clerk,NN,1
clever,JJ,1
click,VB/NN,2
client,NN,2
cliff,NN,2
climate,NN,1
climax,NN,2
climb,VB,1
climber,NN,2
climbing,NN,2
clinch,NN,3
clinch,VB,3
cling,VB,3
clinic,NN,2
clinical,JJ,3
clip,NN/VB,2
clock,NN,1
clockwise,RB/JJ,3
clone,NN/VB,3
close,VB/NN,1
close,JJ/RB,1
closed,JJ,3
closet,NN,1
closure,NN,3
cloth,NN,2
clothe,VB,2
clothed,JJ,2
clothes,NN,1
clothing,NN,2
cloud,NN/VB,2
cloudy,JJ,1
clover,NN,3
clown,NN/VB,2
club,NN,1
clue,NN,2
clumsy,JJ,2
cluster,NN/VB,3
clutch,VB/NN,3
coach,NN,1
coal,NN,2
coalition,NN,3
coarse,JJ,2
coast,NN,1
coastal,JJ,3
coastline,NN,3
coat,NN,1
cocaine,NN,3
cock,NN,2
cockpit,NN,3
cockroach,NN,1
cocktail,NN,2
cocoa,NN,3
coconut,NN,2
cocoon,NN/VB,3
code,NN/VB,2
coffee,NN,1
coffin,NN,3
coherent,JJ,3
coil,NN/VB,3
coin,NN,1
coincide,VB,3
coincidence,NN,2
coke,NN,1
cola,NN,3
cold,JJ/NN,1
collaboration,NN,3
collapse,VB/NN,2
collar,NN,2
colleague,NN,2
collect,VB,1
collected,JJ,3
collection,NN,1
collective,JJ/NN,3
collector,NN,3
college,NN,1
collide,VB,3
collision,NN,3
colloquial,JJ,3
colonel,NN,3
colonial,JJ/NN,3
colony,NN,2
color,NN/VB,1
colored,JJ,2
colorful,JJ,1
column,NN,2
columnist,NN,3
comb,NN/VB,1
combat,NN/VB,3
combination,NN,2
combine,VB,2
combined,JJ,2
come,VB,1
comeback,NN,3
comedian,NN,2
come-down,NN,3
comedy,NN,2
comet,NN,3
comfort,NN/VB,2
comfortable,JJ,1
comfortably,RB,2
comic,JJ/NN,1
coming,JJ,2
comma,NN,3
command,VB,1
commander,NN,2
commemorate,VB,3
commence,VB,3
commend,VB,3
comment,NN/VB,1
commentary,NN,3
commentator,NN,3
commerce,NN,2
commercial,JJ/NN,2
commission,NN/VB,2
commissioner,NN,3
commit,VB,2
commitment,NN,2
committee,NN,2
commodity,NN,3
common,JJ,1
commonplace,JJ/NN,3
commonwealth,NN,3
communal,JJ,3
communicate,VB,2
communication,NN,2
communicative,JJ,3
communism,NN,3
communist,JJ/NN,2
community,NN,2
commute,VB/NN,3
commuter,NN,3
compact,NN,3
compact,JJ/VB,3
companion,NN,2
companionship,NN,3
company,NN,1
comparable,JJ,3
comparative,JJ,2
compare,VB,1
compared,JJ,2
comparison,NN,2
compartment,NN,3
compass,NN,3
compassion,NN,3
compassionate,JJ,3
compatible,JJ,3
compel,VB,3
compelling,JJ,3
compensate,VB,3
compensation,NN,3
compete,VB,2
competence,NN,3
competent,JJ,3
competing,JJ,3
competition,NN,2
competitive,JJ,2
competitor,NN,2
compile,VB,3
complain,VB,1
complaint,NN,2
complement,VB/NN,3
complete,VB/JJ,1
complex,JJ/NN,2
complexion,NN,3
complexity,NN,3
complicate,VB,2
complicated,JJ,2
complication,NN,3
compliment,NN/VB,2
comply,VB,3
component,NN/JJ,3
compose,VB,2
composer,NN,2
composite,JJ/NN,3
composition,NN,2
compound,NN/JJ/VB,2
comprehend,VB,3
comprehension,NN,2
comprehensive,NN,3
comprehensive,JJ,3
compress,NN,3
compress,VB,3
comprise,VB,3
compromise,NN/VB,3
compulsory,JJ,3
compute,VB,2
